user_id,age,gender,location,state,language_preference,device_type,subscription_type,watch_time_hours,content_id,content_genre,content_language,regional_relevance,family_friendly_score,view_completion_rate,user_rating,watch_date,engagement_score
20a34c3f-9e1c-477f-b8b2-cd2b069296d3,16.92630218,Other,Guntur,Andhra Pradesh,Malayalam,Smartphone,Free,6.915684278,c06b6a85-7b64-43b4-bb07-21ef86aba986,Romance,Malayalam,0.935973846,0.837821498,65.96807721,,2/10/2024,0.377703677
20a34c3f-9e1c-477f-b8b2-cd2b069296d3,16.92630218,Other,Guntur,Andhra Pradesh,Malayalam,Smartphone,Free,1.487809971,7149741d-83cb-4894-aad7-e8e838c7afa9,Romance,Malayalam,0.896642904,0.756544946,65.21565308,,7/18/2025,0.363838232
784d2b09-7fd4-480d-b087-cd05cdc8e1b2,14.02127866,Male,Jaipur,Rajasthan,English,Connected TV,Premium,5.697355765,05afaf4d-aa8a-4234-ab33-ac9e3b55a909,Thriller,English,0.992106163,0.388545543,82.86259123,3.897744965,10/5/2023,0.498754875
784d2b09-7fd4-480d-b087-cd05cdc8e1b2,14.02127866,Male,Jaipur,Rajasthan,English,Connected TV,Premium,31.3030851,16c13b33-b1f9-499c-96e2-d55e30c8d4eb,Romance,Bengali,0.823672746,0.94282219,85.01096595,,7/15/2024,0.502650034
784d2b09-7fd4-480d-b087-cd05cdc8e1b2,14.02127866,Male,Jaipur,Rajasthan,English,Connected TV,Premium,22.25882832,729c7dc6-e846-4ee4-b51e-19a40f3e5d2a,Sci-Fi,English,0.844058534,0.944656615,93.11969459,2.560889084,7/18/2025,0.519431998
7e2332d3-cf39-45cc-99a7-d181f8470e2d,25.90691526,Female,Nagpur,Maharashtra,Hindi,Connected TV,Free,31.07753549,cebaecd7-94c0-4b97-834b-d531454e3e70,Romance,Hindi,0.810373618,0.789135927,70.72148092,,8/14/2023,0.445040995
7e2332d3-cf39-45cc-99a7-d181f8470e2d,25.90691526,Female,Nagpur,Maharashtra,Hindi,Connected TV,Free,3.711124061,ffd2eefd-21d4-4d27-801e-7b64f7e7ffb4,Crime,Hindi,0.954218344,0.185219828,49.91146186,2.59784585,7/18/2025,0.31098193
7e2332d3-cf39-45cc-99a7-d181f8470e2d,25.90691526,Female,Nagpur,Maharashtra,Hindi,Connected TV,Free,1.436286718,57380934-bc82-4c7b-9df3-e0d705e06f8b,Drama,Hindi,0.920625821,0.766964318,68.12662459,4.321568695,3/27/2023,0.44824182
99081ba9-6ef8-4462-86f7-c60e1ccf5619,40.05924512,Male,Bhopal,Madhya Pradesh,Marathi,Connected TV,Free,13.24672312,98ee33bd-446c-49b2-9aa2-395f21fd7aa2,Romance,Marathi,0.901578086,0.802383669,51.1564071,4.019485278,10/29/2023,0.391898486
99081ba9-6ef8-4462-86f7-c60e1ccf5619,40.05924512,Male,Bhopal,Madhya Pradesh,Marathi,Connected TV,Free,9.378132137,cd3c818a-522c-4473-86d9-df1f27c1a216,Romance,Marathi,0.971033105,0.73727995,82.85543433,4.806955619,6/22/2023,0.542456226
99081ba9-6ef8-4462-86f7-c60e1ccf5619,40.05924512,Male,Bhopal,Madhya Pradesh,Marathi,Connected TV,Free,9.394987361,61676da4-4a4a-47d6-a62d-cb93e9809507,Comedy,Malayalam,0.980994658,0.839939114,57.28784989,,7/18/2025,0.347941374
39fa370e-d4f9-4094-bd7e-fe264a1530c7,24.04465065,Male,Ujjain,Madhya Pradesh,Marathi,Tablet,Free,28.60790854,e2396eb4-b879-4570-9e10-47967ba19893,Comedy,Hindi,0.905932402,0.856319311,85.69470583,,3/23/2023,0.49999464
39fa370e-d4f9-4094-bd7e-fe264a1530c7,24.04465065,Male,Ujjain,Madhya Pradesh,Marathi,Tablet,Free,31.68504605,3c1ef554-f35c-427e-bfa1-4f5977c82f7d,Sci-Fi,Kannada,0.925399779,0.870773051,88.72210274,,6/19/2025,0.518258503
018fd1a2-11dd-49d4-bf51-32fbad0f8f32,39.00533077,Female,Ujjain,Madhya Pradesh,Punjabi,Smartphone,Premium,20.82475969,3f6bb256-5cd9-4656-a8d6-6bfd0e22e417,Comedy,Punjabi,0.997097212,0.778300171,73.96232616,4.092556405,7/18/2025,0.50120108
018fd1a2-11dd-49d4-bf51-32fbad0f8f32,39.00533077,Female,Ujjain,Madhya Pradesh,Punjabi,Smartphone,Premium,27.23127277,a6ec8c84-3e84-4dbb-94fb-d9afe2913755,Romance,Telugu,0.939292312,0.844619229,96.80420541,4.49205188,12/3/2023,0.621361442
abe9afc7-2b41-4a66-a681-1360c5416ec8,13.38916584,Male,Jaipur,Rajasthan,English,Laptop,Premium,104.6894371,3e16d2cf-cd78-4cbc-8a93-93b79a543de9,Sci-Fi,Hindi,0.998717999,0.793417954,56.33745806,3.395528732,7/18/2025,0.570549856
abe9afc7-2b41-4a66-a681-1360c5416ec8,13.38916584,Male,Jaipur,Rajasthan,English,Laptop,Premium,13.07991238,8fe77bb2-27cb-4142-ac27-b295c5e37c11,Comedy,English,0.814185502,0.705321622,82.98218795,2.058662406,9/5/2024,0.440435073
6ac15dcd-cf58-46c2-b3d8-5bd88725d5ee,35.03252065,Female,Indore,Madhya Pradesh,Hindi,Smartphone,Free,12.25872416,47ad29cd-ca5e-4ca0-843c-7664ebbcc328,Horror-Comedy,Hindi,0.840764496,0.949506506,91.45463511,4.319012594,4/3/2023,0.563096493
6ac15dcd-cf58-46c2-b3d8-5bd88725d5ee,35.03252065,Female,Indore,Madhya Pradesh,Hindi,Smartphone,Free,52.69960122,aea09b8d-4229-4a5f-9c79-6c054eef2ff7,Drama,Kannada,0.999764982,0.993452429,46.75343545,3.17636463,1/3/2024,0.419467529
6ac15dcd-cf58-46c2-b3d8-5bd88725d5ee,35.03252065,Female,Indore,Madhya Pradesh,Hindi,Smartphone,Free,39.3598486,8db5c410-d6a7-43d1-9633-cd67725edf08,Drama,Hindi,0.921947671,0.873939328,61.55038533,3.248868819,2/7/2023,0.454875991
3e5aaed3-9a42-41f4-bd6e-60632606cd40,20.59601084,Female,Jaipur,Rajasthan,Hindi,Smartphone,Free,4.827661311,56a309d8-4da2-49fa-8e84-7090c21e6b1b,Comedy,Gujarati,0.913577661,0.919232608,84.42546743,,4/13/2023,0.447357192
3e5aaed3-9a42-41f4-bd6e-60632606cd40,20.59601084,Female,Jaipur,Rajasthan,Hindi,Smartphone,Free,11.88049145,affedab9-c750-43f0-b27e-1ad9ae0eb692,Romance,Hindi,0.933555426,0.854444329,55.63338206,1.858328651,12/21/2024,0.320627657
3e5aaed3-9a42-41f4-bd6e-60632606cd40,20.59601084,Female,Jaipur,Rajasthan,Hindi,Smartphone,Free,19.67438587,72d2e796-3db1-45f4-aae4-2134dca11dbf,Comedy,Hindi,0.801585356,0.777538752,93.53903935,4.277535772,3/13/2023,0.58460636
3ff72850-7a89-4b90-a1bd-cb1cb856911e,24.39239093,Female,Ajmer,Rajasthan,Marathi,Smartphone,Premium,63.57879624,1ca70f00-7e78-4f6d-96ad-09fa6cc0f98d,Thriller,Marathi,0.965473071,0.195349473,61.10230425,,10/19/2023,0.471566809
3ff72850-7a89-4b90-a1bd-cb1cb856911e,24.39239093,Female,Ajmer,Rajasthan,Marathi,Smartphone,Premium,40.82870787,ad951028-b595-4639-9324-30369c5d1010,Comedy,Marathi,0.865790853,0.740818195,80.41674632,5,6/1/2025,0.603324401
3ff72850-7a89-4b90-a1bd-cb1cb856911e,24.39239093,Female,Ajmer,Rajasthan,Marathi,Smartphone,Premium,5.86605128,b7e7bfaf-3461-4f64-b543-b063b53aa9b8,Romance,Marathi,0.817477,0.853868037,30.56799509,,7/9/2023,0.234004083
ab7f4c76-879f-4382-849b-7553ebca5246,35.91442152,Male,Erode,Tamil Nadu,Malayalam,Smartphone,Premium,4.233809368,f76e02c3-c4ce-434c-bd41-1845d058bc87,Romance,Gujarati,0.970974623,0.98596807,65.53384348,4.664578235,7/18/2025,0.457186122
ab7f4c76-879f-4382-849b-7553ebca5246,35.91442152,Male,Erode,Tamil Nadu,Malayalam,Smartphone,Premium,13.71887498,b2e3105a-c70c-4cbf-bead-b53b67883161,Comedy,Malayalam,0.856480975,0.893098933,53.6964173,2.244716948,12/13/2023,0.332012097
f2c2444f-9cf4-4ece-a957-295ef0ee4927,36.8022036,Male,Indore,Madhya Pradesh,Hindi,Connected TV,Free,9.362658826,83595e2a-c841-49e2-ba7f-54ed6f68b8cc,Romance,Hindi,0.823520656,0.790609791,86.70948125,2.976036891,2/12/2023,0.484604718
f2c2444f-9cf4-4ece-a957-295ef0ee4927,36.8022036,Male,Indore,Madhya Pradesh,Hindi,Connected TV,Free,8.299405711,d9580531-ac3d-4dfc-811b-4b64fd054d52,Horror-Comedy,Hindi,0.936458885,0.851140038,62.21203781,5,3/1/2023,0.465446963
f2c2444f-9cf4-4ece-a957-295ef0ee4927,36.8022036,Male,Indore,Madhya Pradesh,Hindi,Connected TV,Free,19.49032757,bc934158-53ac-488a-8540-f94e2b1257aa,Sci-Fi,Hindi,0.929514122,0.987662764,56.62961558,,7/1/2023,0.365499117
d676c3fc-9a24-4c7f-9c1f-2b649e697f7e,12.57778307,Female,Coimbatore,Tamil Nadu,Marathi,Connected TV,Free,6.297460351,b8e3459f-45de-4998-8489-08750c640929,Drama,Marathi,0.82479129,0.935877195,97.27620102,3.100577582,2/29/2024,0.525722828
d676c3fc-9a24-4c7f-9c1f-2b649e697f7e,12.57778307,Female,Coimbatore,Tamil Nadu,Marathi,Connected TV,Free,0.019282997,ecddaf98-b8ad-4f43-9130-d6f4f56654c3,Drama,Marathi,0.845933221,0.722895146,87.05756175,2.15113008,9/9/2024,0.434314016
d676c3fc-9a24-4c7f-9c1f-2b649e697f7e,12.57778307,Female,Coimbatore,Tamil Nadu,Marathi,Connected TV,Free,50.37411263,2b0ac655-1052-4f15-9df9-025234cef390,Romance,Marathi,0.926981108,0.826624085,94.23693856,3.105311516,8/21/2024,0.60190844
d873e7fa-598f-4e14-a281-d02914a2f8c3,24.53958201,Male,Vadodara,Gujarat,Gujarati,Smartphone,Free,30.99984996,88e5113c-c1d8-4950-b281-0460373429ce,Romance,Gujarati,0.924715602,0.98674359,60.05825684,,3/15/2023,0.402232727
d873e7fa-598f-4e14-a281-d02914a2f8c3,24.53958201,Male,Vadodara,Gujarat,Gujarati,Smartphone,Free,25.7900474,1f11d6c3-b226-4926-b5be-41956fd0a925,Romance,Gujarati,0.883009312,0.917708981,88.31341063,1.710383552,1/6/2023,0.473249079
476ce6cc-242f-442b-8190-fd8e56c0f9f2,32.95279941,Female,Guntur,Andhra Pradesh,English,Smartphone,Free,11.05744675,ad0d2ff2-708e-4b7f-9f64-3d7ac9f0911a,Thriller,English,0.919863794,0.292812277,62.61114716,4.291046076,5/10/2023,0.444201325
476ce6cc-242f-442b-8190-fd8e56c0f9f2,32.95279941,Female,Guntur,Andhra Pradesh,English,Smartphone,Free,46.64094475,2dfa3102-476e-47f6-992f-0f32f2514716,Crime,English,0.822462146,0.089014931,54.18507634,,1/5/2023,0.410022195
403ba9bb-8765-4026-82bc-6b4c3e72e4cd,22.2350086,Male,Indore,Madhya Pradesh,Hindi,Smartphone,Free,63.47526016,328ad5cf-4e42-4663-83f9-9c48152774d2,Sci-Fi,Hindi,0.883048094,0.910013642,87.77346863,4.116823085,9/8/2024,0.642717318
403ba9bb-8765-4026-82bc-6b4c3e72e4cd,22.2350086,Male,Indore,Madhya Pradesh,Hindi,Smartphone,Free,71.73832268,c9655bf1-4175-41a8-bb0c-f2dd4b4c2220,Horror-Comedy,Hindi,0.951945372,0.714569569,62.96593127,3.613100078,3/23/2023,0.539864374
e8373b12-6d23-49f7-9183-0d11c141e401,31.4583647,Female,Guntur,Andhra Pradesh,Hindi,Connected TV,Free,13.24099697,e7bc090f-a3f7-421d-9a99-b4703ff6acb4,Horror-Comedy,Kannada,0.977647174,0.973471027,60.69108191,3.798681531,6/18/2024,0.421193583
e8373b12-6d23-49f7-9183-0d11c141e401,31.4583647,Female,Guntur,Andhra Pradesh,Hindi,Connected TV,Free,23.94446357,9daf8a2e-9543-4b99-8f14-fc70920ab29e,Drama,Hindi,0.839810581,0.880400269,92.74537591,,1/24/2023,0.518870431
9357060c-a2ae-4de5-a910-380f569dcce9,35.85299437,Female,Bhopal,Madhya Pradesh,Assamese,Smartphone,Free,21.36544742,c787cfbd-33c5-4d39-9033-b51e32efe1e8,Drama,Assamese,0.857896694,0.965945791,85.62515831,5,8/4/2023,0.585231528
9357060c-a2ae-4de5-a910-380f569dcce9,35.85299437,Female,Bhopal,Madhya Pradesh,Assamese,Smartphone,Free,17.61962962,fd874082-c8c7-4982-ab56-b66afb7c7ef0,Drama,Assamese,0.983862902,0.938178052,30.00774432,1.92199624,4/15/2023,0.232150086
9357060c-a2ae-4de5-a910-380f569dcce9,35.85299437,Female,Bhopal,Madhya Pradesh,Assamese,Smartphone,Free,90.36293771,84b5f604-5044-4cc4-a6ae-6329c63725f7,Crime,Assamese,0.903052306,0.330877655,78.10644326,,10/3/2024,0.593151648
fbfb56c0-90f2-4306-84ef-74d7a26f00b5,40.80056059,Female,Ujjain,Madhya Pradesh,Assamese,Smartphone,Premium,0.978872911,b636325c-d93e-4db7-96d9-68acce21b068,Thriller,Malayalam,0.962017217,0.251034307,60.67971802,1.932414832,5/26/2023,0.321973211
